main_category,sub_category,job_name,job_area,job_company,job_industry,job_finance,job_scale,job_welfare,salary_range,salary_type,job_experience,job_education,job_tag_list,search_keyword,create_time,,,,
产品,产品经理,软件产品专家,杭州·西湖区·西溪,涂鸦智能,互联网,已上市,1000-9999人,带薪年假，每年outing，每月团建费，员工旅游，五险一金，交通补助，年终奖，节日福利，股票期权，加班补助，定期体检，通讯补贴,15-30K,NULL,3-5年,本科,"商业产品,物联网产品",saas,2025/1/20,,,,
产品,产品经理,软件产品经理,杭州·萧山区·宁围,兆观信息,医疗健康,A轮,20-99人,节日福利，年终奖，带薪年假，股票期权，五险一金,15-30K,13薪,3-5年,本科,"C端产品,客户端产品,移动端产品",saas,2025/1/20,,,,
产品,产品经理,软件产品经理,杭州·滨江区·西兴,安巽科技,互联网,未融资,20-99人,全勤奖，年终奖，带薪年假，节日福利,13-17K,NULL,3-5年,本科,反诈 反欺诈,saas,2025/1/20,,,,
产品,产品经理,软件产品经理,杭州·滨江区·滨江宝龙城,拓深科技,计算机软件,D轮及以上,100-499人,股票期权，带薪年假，定期体检，零食下午茶，年终奖，节日福利，五险一金，地铁口,11-20K,14薪,3-5年,本科,"产品设计,需求分析,产品规划,TO B,物联网,saas",saas,2025/1/20,,,,
产品,产品经理,软件产品经理,杭州·西湖区·文一路,百诺环境,环保,已上市,100-499人,绩效奖金，团建聚餐，节日福利，夜班补助，年终奖，加班补助，餐补，股票期权，五险一金,12-20K,13薪,3-5年,本科,"G端产品/政务产品,B端产品,SaaS,数智环保",saas,2025/1/20,,,,
产品,产品经理,软件产品经理,杭州·拱墅区·小河,远方科技,企业服务,未融资,100-499人,餐补，全勤奖，节日福利，带薪年假，五险一金，年终奖,8-12K,NULL,3-5年,本科,"产品迭代,Xmind,B端产品,移动端,小程序/H5产品,,,,,,",saas,2025/1/20,,,,
产品,产品经理,软件产品经理,杭州,金帝集团,电力/热力/燃气/水利,未融资,1000-9999人,带薪年假，零食下午茶，五险一金，定期体检，餐补，节日福利，年终奖,20-35K,13薪,3-5年,本科,B端产品,saas,2025/1/20,,,,
产品,产品经理,通义大模型产品专家,杭州·西湖区·西溪,阿里巴巴集团,互联网,已上市,10000人以上,餐补，交通补助，股票期权，五险一金，节日福利，员工旅游，零食下午茶，免费班车，补充医疗保险，年终奖,30-60K,16薪,3-5年,本科,"B端产品,C端产品,AI产品",saas,2025/1/20,,,,
产品,产品经理,通信产品经理,杭州·萧山区·北干,一知智能,互联网,B轮,100-499人,通讯补贴，股票期权，定期体检，交通补助，年终奖，餐补，绩效奖金，五险一金，节日福利，员工旅游，零食下午茶，高温补贴，带薪年假,17-27K,14薪,3-5年,本科,"B端产品,G端产品/政务产品,云计算产品",saas,2025/1/20,,,,
产品,产品经理,通讯行业产品经理,杭州·西湖区·西溪,蚂蚁集团,互联网,D轮及以上,10000人以上,免费班车，住房补贴，加班补助，节日福利，餐补，股票期权，包吃，带薪年假，五险一金，年终奖，定期体检，交通补助，通讯补贴，零食下午茶，全勤奖，员工旅游,30-60K,16薪,5-10年,本科,"C端产品,G端产品/政务产品,B端产品,电商产品,AI产品,,,",saas,2025/1/20,,,,
产品,产品经理,采购产品经理,杭州·余杭区·未来科技城,阿里巴巴集团,互联网,已上市,10000人以上,交通补助，节日福利，餐补，五险一金，年终奖，员工旅游，零食下午茶，补充医疗保险，股票期权，免费班车,25-40K,16薪,经验不限,本科,"用户/功能产品,B端产品,中后台产品",saas,2025/1/20,,,,
产品,产品经理,金融产品专家,杭州·西湖区·西溪,有赞,互联网,已上市,1000-9999人,带薪年假，零食下午茶，通讯补贴，员工旅游，节日福利，免费班车，交通补助，股票期权，定期体检，年终奖，五险一金,30-50K,15薪,5-10年,本科,"C端产品,金融产品",saas,2025/1/20,,,,
产品,产品经理,金融产品经理,杭州·萧山区·钱江世纪城,正义先铎,互联网,未融资,20-99人,高温补贴，零食下午茶，五险一金，团建聚餐，定期体检，带薪年假，生日福利，节日福利，年终奖，股票期权,15-23K,NULL,3-5年,本科,"B端产品,中台/后台产品",saas,2025/1/20,,,,
产品,产品经理,金融产品经理/专家/主管,杭州·余杭区·五常,同花顺,互联网,已上市,1000-9999人,定期体检，免费班车，包吃，零食下午茶，五险一金，交通补助，股票期权，带薪年假，年终奖，节日福利,25-50K,15薪,经验不限,本科,"C端产品,B端产品,金融产品,AI产品",saas,2025/1/20,,,,
产品,产品经理,金融支付产品经理,杭州·滨江区·长河,杭州东合信息技术公司,互联网金融,不需要融资,100-499人,定期体检，零食下午茶，团建聚餐，年终奖，全勤奖，保底工资，生日福利，带薪年假，工龄奖，加班补助，员工旅游，股票期权，五险一金，节日福利，绩效奖金，餐补，季度奖金,20-30K,16薪,5-10年,本科,"B端产品,区块链产品,金融产品,支付相关,支付、金融经验",saas,2025/1/20,,,,
产品,产品经理,钉钉-套件产品经理-杭州,杭州·余杭区·仓前,钉钉,互联网,不需要融资,1000-9999人,年终奖，五险一金，节日福利，员工旅游，团建聚餐，补充医疗保险，定期体检，住房补贴，股票期权，餐补，带薪年假，交通补助,35-40K,NULL,5-10年,本科,"B端产品,云计算产品,ERP产品/软件产品,人事产品经理,,,,",saas,2025/1/20,,,,
产品,产品经理,钉钉人事产品经理,杭州·余杭区·仓前,阿里巴巴集团,互联网,已上市,10000人以上,补充医疗保险，交通补助，五险一金，免费班车，年终奖，员工旅游，零食下午茶，餐补，节日福利，股票期权,30-45K,15薪,5-10年,本科,"B端产品,商业产品",saas,2025/1/20,,,,
产品,产品经理,长音频中后台产品,杭州·滨江区·长河,网易,互联网,已上市,10000人以上,年终奖，定期体检，补充医疗保险，节日福利，包吃，五险一金，带薪年假，免费班车，全勤奖,30-50K,16薪,3-5年,本科,"播客创作者平台,内容中台产品,创作工具",saas,2025/1/20,,,,
产品,产品经理,闲鱼-搜索策略产品经理-杭州-GP1098501,杭州·余杭区·五常,阿里巴巴集团,互联网,已上市,10000人以上,免费班车，补充医疗保险，零食下午茶，交通补助，节日福利，五险一金，年终奖，餐补，员工旅游，股票期权,25-45K,16薪,经验不限,本科,"搜索,策略",saas,2025/1/20,,,,
产品,产品经理,阿里云智能-无影云手机产品专家-杭州,杭州·西湖区·西溪,阿里云,互联网,不需要融资,10000人以上,节日福利，年终奖，餐补，定期体检，绩效奖金，免费班车，带薪年假，五险一金,25-40K,NULL,5-10年,本科,"商业产品,用户/功能产品,云计算产品",saas,2025/1/20,,,,
产品,产品经理,阿里国际-用户产品专家-杭州滨江,杭州·滨江区·长河,阿里巴巴集团,互联网,已上市,10000人以上,交通补助，员工旅游，股票期权，餐补，年终奖，五险一金，补充医疗保险，节日福利，零食下午茶，免费班车,30-60K,16薪,3-5年,本科,"用户/功能产品,电商用增产品,B端产品,电商产品,,",saas,2025/1/20,,,,
产品,产品经理,集团安全部-产品专家-情报,杭州·余杭区·仓前,阿里巴巴集团,互联网,已上市,10000人以上,年终奖，员工旅游，股票期权，五险一金，免费班车，补充医疗保险，交通补助，餐补，零食下午茶，节日福利,30-60K,16薪,5-10年,本科,"B端产品,情报分析,黑灰产",saas,2025/1/20,,,,
产品,产品经理,零售产品经理,杭州·西湖区·西溪,有赞,互联网,已上市,1000-9999人,节日福利，股票期权，交通补助，通讯补贴，五险一金，员工旅游，定期体检，免费班车，年终奖，带薪年假，零食下午茶,20-40K,NULL,5-10年,本科,"B端产品,中台/后台产品",saas,2025/1/20,,,,
产品,产品经理,音视频产品专家（AI方向）,杭州·余杭区·仓前,钉钉,互联网,不需要融资,1000-9999人,补充医疗保险，交通补助，定期体检，节日福利，住房补贴，团建聚餐，带薪年假，员工旅游，五险一金，股票期权，年终奖，餐补,25-50K,13薪,5-10年,本科,"用户/功能产品,B端产品,数据,C端产品,云会议,直播,,,,",saas,2025/1/20,,,,
产品,产品经理,音视频产品专家（AI方向）,杭州·余杭区·仓前,阿里巴巴集团,互联网,已上市,10000人以上,节日福利，股票期权，交通补助，补充医疗保险，年终奖，餐补，员工旅游，免费班车，五险一金，零食下午茶,25-50K,NULL,5-10年,本科,"用户/功能产品,AI产品",saas,2025/1/20,,,,
产品,产品经理,项目经理,杭州·滨江区·长河,海康安亚,计算机服务,A轮,20-99人,通讯补贴，全勤奖，带薪年假，年终奖，员工旅游，餐补，五险一金，交通补助，节日福利,10-15K,NULL,1-3年,本科,"数据产品,AI产品,物联网产品",saas,2025/1/20,,,,
产品,产品经理,饿了么-产品经理（会员方向）-杭州,杭州·余杭区·仓前,饿了么,生活服务(O2O),不需要融资,10000人以上,交通补助，员工旅游，公司团建，包吃，五险一金，股票期权，节日福利，餐补，零食下午茶，通讯补贴，补充医疗保险，带薪年假，定期体检，免费班车，年终奖,25-50K,16薪,5-10年,本科,B端产品,saas,2025/1/20,,,,
产品,产品经理,饿了么-商家产品专家-SAAS产品,杭州·余杭区·仓前,饿了么,生活服务(O2O),不需要融资,10000人以上,股票期权，五险一金，包吃，定期体检，补充医疗保险，员工旅游，交通补助，零食下午茶，餐补，带薪年假，公司团建，免费班车，通讯补贴，节日福利，年终奖,25-50K,16薪,3-5年,本科,"B端产品,中后台产品",saas,2025/1/20,,,,
产品,产品经理,高级/资深产品经理,杭州·滨江区·长河,网易,互联网,已上市,10000人以上,年终奖，节日福利，带薪年假，五险一金，全勤奖，定期体检，免费班车，包吃，补充医疗保险,25-40K,NULL,5-10年,本科,"产品设计,产品运营,产品迭代,数据分析",saas,2025/1/20,,,,
产品,产品经理,高级产品专家,杭州·西湖区·文二路,博亦远科技,计算机软件,未融资,100-499人,节日福利，加班补助，年终奖，五险一金，零食下午茶，交通补助，餐补，股票期权，带薪年假,15-25K,NULL,3-5年,本科,"用户/功能产品,数据产品,垂直领域,中后台产品,产品创新,,",saas,2025/1/20,,,,
产品,产品经理,高级产品专家,杭州·西湖区·西溪,每日互动,互联网,已上市,500-999人,包吃，通讯补贴，定期体检，员工旅游，带薪年假，零食下午茶，股票期权，年终奖，五险一金，节日福利，交通补助，餐补,30-60K,15薪,3-5年,本科,"数据产品,G端产品/政务产品,AI产品",saas,2025/1/20,,,,
产品,产品经理,高级产品专家（工具SaaS、协同软件）,杭州·拱墅区·文一路,酷家乐,互联网,D轮及以上,1000-9999人,交通补助，餐补，股票期权，定期体检，五险一金，年终奖，节日福利，带薪年假,50-70K,15薪,5-10年,本科,"设计软件 CAD 3D,B端产品,工具产品 协同办公,SaaS",saas,2025/1/20,,,,
产品,产品经理,高级产品经理,杭州·西湖区·西溪,上海榭图,移动互联网,天使轮,20-99人,带薪年假，五险一金，定期体检，零食下午茶，补充医疗保险，团建聚餐,15-20K,NULL,3-5年,本科,"小程序/H5产品,高级产品经理,有创业精神",saas,2025/1/20,,,,
产品,产品经理,高级产品经理,杭州·萧山区·西兴,传播大脑,互联网,不需要融资,100-499人,五险一金，绩效奖金，带薪年假，企业年金，节日福利，底薪加提成，生日福利，员工旅游，工龄奖，人才公寓，年终奖，餐补，定期体检，高温补贴,15-30K,14薪,3-5年,本科,"全链漏斗,APP,SAAS产品,运营,项目管理经验,,,",saas,2025/1/20,,,,
产品,产品经理,高级产品经理,杭州·西湖区·文三路,小快科技,移动互联网,A轮,100-499人,定期体检，带薪年假，零食下午茶，五险一金，节日福利，员工旅游，年终奖，晚餐福利,20-35K,NULL,5-10年,本科,"高级产品经理,产品设计,市场调研,产品规划,需求分析,,,",saas,2025/1/20,,,,
产品,产品经理,高级产品经理,杭州·滨江区·浦沿,巧智绘科技,互联网,天使轮,20-99人,生日福利，节日福利，团建聚餐，五险一金，零食下午茶，加班补助，绩效奖金，带薪年假，年终奖，股票期权,18-25K,14薪,5-10年,本科,"B端产品,数据产品,AI产品,物联网产品",saas,2025/1/20,,,,
产品,产品经理,高级产品经理,杭州·西湖区·西溪,星藏科技,计算机服务,未融资,20-99人,节日福利，五险一金,30-50K,NULL,5-10年,本科,"C端产品,商业产品,用户/功能产品,云计算产品",saas,2025/1/20,,,,
产品,产品经理,高级产品经理,杭州·拱墅区·东新,杭州朗宾包装科技,电子商务,未融资,20-99人,宿舍有空调，员工旅游，底薪加提成，绩效奖金，带薪年假，工龄奖，加班补助，团建聚餐，保底工资，股票期权，餐补，年终奖，五险一金,20-30K,NULL,5-10年,本科,"B端产品,商业产品,其他方向",saas,2025/1/20,,,,
产品,产品经理,高级产品经理,杭州·余杭区·仓前,杭州魔点科技有限公司,智能硬件,C轮,100-499人,定期体检，节日福利，带薪年假，年终奖，通讯补贴，绩效奖金，交通补助，餐补，五险一金，零食下午茶，底薪加提成，股票期权，员工旅游,12-22K,14薪,3-5年,本科,"教育行业,K12,学校",saas,2025/1/20,,,,
产品,产品经理,高级产品经理,杭州·余杭区·仓前,桔智网络技术,计算机软件,未融资,20-99人,五险一金,20-25K,NULL,3-5年,本科,"B端产品,C端产品",saas,2025/1/20,,,,
产品,产品经理,高级产品经理,杭州,浙江丽智科技,人工智能,0-20人,NULL,,12-20K,NULL,5-10年,本科,"数据产品,物联网产品",saas,2025/1/20,,,,
产品,产品经理,高级产品经理,杭州·余杭区·五常,祐全,互联网,B轮,100-499人,意外险，交通补助，六险一金，团建聚餐，高温补贴，节假日加班费，住房补贴，节日福利，定期体检，带薪年假，五险一金，保底工资，底薪加提成，年终奖，生日福利，股票期权，绩效奖金，员工旅游，通讯补贴，餐补,25-40K,13薪,5-10年,本科,"产品经理,企业服务,政府项目,大数据,人工智能",saas,2025/1/20,,,,
产品,产品经理,高级产品经理,杭州·萧山区·北干,量知数据,计算机软件,A轮,100-499人,全勤奖，股票期权，加班补助，员工旅游，零食下午茶，交通补助，带薪年假，年终奖，定期体检，免费班车，餐补，节日福利，五险一金,20-28K,NULL,5-10年,本科,"B端产品,数据产品,G端产品/政务产品,云计算产品,AI产品",saas,2025/1/20,,,,
产品,产品经理,高级产品经理,杭州·余杭区·五常,险峰长青投资咨询,基金,未融资,20-99人,年终奖，员工旅游，定期体检，通讯补贴，五险一金，股票期权，补充医疗保险，零食下午茶，带薪年假，节日福利，餐补,25-50K,15薪,5-10年,本科,"B端产品,中台/后台产品,SaaS,toB,企业服务",saas,2025/1/20,,,,
产品,产品经理,高级产品经理 - AI电商工具方向,杭州·西湖区·西溪,灰豚科技,互联网,A轮,100-499人,节日福利，团建聚餐，零食下午茶，五险一金，带薪年假，定期体检，全勤奖，年终奖，员工旅游，股票期权,15-30K,NULL,3-5年,本科,"用户/功能产品,C端产品,B端产品,数据产品,商业产品,,,,",saas,2025/1/20,,,,
产品,产品经理,高级产品经理-杭州,杭州·滨江区·长河,汇合发展,企业服务,不需要融资,10000人以上,加班补助，交通补助，节日福利，团建聚餐，免费工装，五险一金，保底工资，底薪加提成，意外险，餐补，有无线网，定期体检，节假日加班费，员工旅游，工龄奖，带薪年假，年终奖，绩效奖金,16-21K,13薪,5-10年,本科,"SaaS,税务,发票,财务",saas,2025/1/20,,,,
产品,产品经理,高级产品经理（APP方向）,杭州·滨江区·长河,海亮教育,学术/科研,不需要融资,10000人以上,五险一金，生日福利，宿舍有空调，年终奖，节假日加班费，定期体检，高温补贴，企业年金，带薪年假，保底工资，免费班车，绩效奖金，节日福利，补充医疗保险，员工旅游，加班补助，团建聚餐，包住，意外险,20-30K,NULL,5-10年,本科,教育产品app,saas,2025/1/20,,,,
产品,产品经理,高级产品经理（app方向）,杭州·滨江区·长河,海亮教育,学校/学历教育,不需要融资,10000人以上,补充医疗保险，生日福利，工龄奖，高温补贴，保底工资，五险一金，意外险，节假日加班费，节日福利，定期体检，底薪加提成，绩效奖金，企业年金，员工旅游，团建聚餐，带薪年假，年终奖，法定节假日三薪,25-30K,NULL,5-10年,本科,"用户/功能产品,C端产品,AI产品,社交产品",saas,2025/1/20,,,,
产品,产品经理,高级产品经理（C端）,杭州·滨江区·长河,浙江连信科技有限公司,互联网,不需要融资,100-499人,通讯补贴，交通补助，定期体检，零食下午茶，带薪年假，餐补，年终奖，股票期权，加班补助，高温补贴，节日福利，五险一金，员工旅游,15-30K,NULL,3-5年,本科,"功能产品,C端产品,市场调研,产品规划,产品设计,,",saas,2025/1/20,,,,
产品,产品经理,高级产品经理(J13307),杭州·西湖区·西溪,万兴科技,计算机软件,已上市,1000-9999人,定期体检，团建聚餐，绩效奖金，交通补助，生日福利，员工调户，五险一金，婚育津贴，骨干配车，带薪年假，项目奖金，节日福利，年终奖，全勤奖，股票期权,40-60K,16薪,5-10年,本科,C端产品,saas,2025/1/20,,,,
产品,产品经理,高级产品经理（PLG/工具软件增长）,杭州·拱墅区·文一路,酷家乐,互联网,D轮及以上,1000-9999人,五险一金，定期体检，股票期权，年终奖，带薪年假，餐补，节日福利，交通补助,18-23K,15薪,1-3年,本科,"B端产品,SaaS,PLG,工具软件,协同办公,工具类SaaS",saas,2025/1/20,,,,
产品,产品经理,高级产品经理（SaaS）,杭州·滨江区·长河,校宝在线,互联网,C轮,500-999人,女神假，补充医疗保险，定期体检，股票期权，团建聚餐，节日福利，交通补助，年终奖，五险一金，零食下午茶，员工旅游，餐补，带薪年假,16-25K,13薪,3-5年,本科,"B端产品,高级产品经理",saas,2025/1/20,,,,
产品,产品经理,高级产品经理（toB）,杭州·富阳区·春江,云知声杭州,互联网,D轮及以上,500-999人,员工旅游，补充医疗保险，年终奖，团建聚餐，节日福利，五险一金，定期体检，带薪年假,15-20K,14薪,3-5年,本科,"B端产品,AI产品,ERP产品/软件产品,物联网产品",saas,2025/1/20,,,,
产品,产品经理,高级产品经理（企业服务）,杭州·余杭区·仓前,数环科技,人工智能,B轮,100-499人,零食下午茶，员工旅游，节日福利，交通补助，股票期权，五险一金，全额公积金，团建聚餐，餐补，年终奖，底薪加提成，绩效奖金，带薪年假,10-15K,NULL,3-5年,本科,"产品设计,产品规划,SAAS产品,平台产品,Axure,TO B,",saas,2025/1/20,,,,
产品,产品经理,高级产品经理（工具SaaS、3D云设计）,杭州·拱墅区·文一路,酷家乐,互联网,D轮及以上,1000-9999人,五险一金，年终奖，带薪年假，定期体检，交通补助，餐补，股票期权，节日福利,19-23K,15薪,1-3年,本科,"B端产品,工具产品,SaaS,3D设计 CAD 工业设计",saas,2025/1/20,,,,
产品,产品经理,高级产品经理（金融行业中台）,杭州,贝才之神,互联网,不需要融资,20-99人,五险一金，年终奖，股票期权，带薪年假，员工旅游，餐补，节日福利，零食下午茶,18-28K,NULL,3-5年,本科,"B端产品,中台产品,中后台产品,区块链产品,金融产品,,",saas,2025/1/20,,,,
产品,产品经理,高级呼叫中心产品经理 - WFM系统建设,杭州·余杭区·仓前,字节跳动,互联网,D轮及以上,10000人以上,定期体检，餐饮及下午茶，绩效奖金，年度体检，节日礼品，股票期权，家庭关爱假，住房补贴，意外险，团建聚餐，年终奖，家属自选保险，补充医疗保险，零食下午茶，夜班补助，免费健身设施，就近租房补贴，带薪年假，餐补，五险一金,20-40K,18薪,经验不限,本科,不限,saas,2025/1/20,,,,
产品,产品经理,高级商业化产品经理,杭州·滨江区·星耀城,浙江连信科技有限公司,互联网,不需要融资,100-499人,员工旅游，餐补，带薪年假，五险一金，年终奖，零食下午茶，高温补贴，加班补助，通讯补贴，交通补助，节日福利，定期体检，股票期权,20-35K,NULL,5-10年,本科,"C端产品,商业产品,心身健康",saas,2025/1/20,,,,
产品,产品经理,高级商业化产品经理,杭州·余杭区·仓前,自由笔记,互联网,不需要融资,0-20人,节日福利，有无线网，零食下午茶，带薪年假，年终奖，五险一金,18-25K,NULL,3-5年,本科,"C端产品,AI产品,工具类app,游戏类app,app出海经验,",saas,2025/1/20,,,,
产品,产品经理,高级需求分析师,杭州·余杭区·五常,保融科技,计算机软件,未融资,1000-9999人,年终奖，通讯补贴，交通补助，周末双休，餐补，六险一金，节日福利，生日福利，员工旅游，带薪年假，团建聚餐，零食下午茶，定期体检,16-25K,14薪,5-10年,本科,"B端产品,ERP产品/软件产品",saas,2025/1/20,,,,
产品,产品经理,1688事业部-搜索产品专家-GP1150302,杭州·滨江区·长河,阿里巴巴集团,互联网,已上市,10000人以上,员工旅游，餐补，五险一金，交通补助，年终奖，零食下午茶，股票期权，免费班车，补充医疗保险，节日福利,40-70K,16薪,5-10年,本科,"策略产品,搜索产品",AI,2025/1/20,,,,
产品,产品经理,1688事业部-搜索产品专家-杭州,杭州·滨江区·长河,阿里巴巴集团,互联网,已上市,10000人以上,补充医疗保险，免费班车，员工旅游，零食下午茶，股票期权，年终奖，餐补，五险一金，交通补助，节日福利,35-55K,16薪,3-5年,本科,搜索,AI,2025/1/20,,,,
产品,产品经理,1688事业部-用增投放产品专家-GP1230803,杭州·滨江区·长河,阿里巴巴集团,互联网,已上市,10000人以上,股票期权，免费班车，年终奖，节日福利，补充医疗保险，餐补，五险一金，员工旅游，零食下午茶，交通补助,30-60K,16薪,3-5年,本科,"广告投放,用户增长",AI,2025/1/20,,,,
产品,产品经理,AI 云开发,杭州·西湖区·西溪,蚂蚁集团,互联网,不需要融资,10000人以上,补充医疗保险，加班补助，节假日加班费，法定节假日三薪，定期体检，年终奖，团建聚餐，股票期权，餐补，绩效奖金，带薪年假，五险一金，意外险，交通补助，节日福利,30-60K,16薪,3-5年,本科,"B端产品,AI,云开发,小游戏",AI,2025/1/20,,,,
产品,产品经理,AI 社交玩法产品经理,杭州·西湖区·文二路,超块,移动互联网,不需要融资,100-499人,股票期权，全勤奖，零食下午茶，五险一金，带薪年假，年终奖，定期体检，节日福利，员工旅游,20-35K,NULL,5-10年,本科,"用户/功能产品,玩法,C端产品,社交,AI产品,商业产品,,",AI,2025/1/20,,,,
产品,产品经理,AI/WEB3研究员,杭州·滨江区·长河,OPE讴谱科技,互联网,不需要融资,20-99人,绩效奖金，节日福利，生日福利，年终奖，带薪年假，员工旅游，零食下午茶，五险一金，股票期权，底薪加提成,11-22K,NULL,在校/应届,硕士,"社区产品,AI产品,区块链产品,研究员",AI,2025/1/20,,,,
产品,产品经理,AI互动绘本产品经理,杭州·上城区·南星,嘻兮哩,计算机软件,20-99人,NULL,,15-30K,NULL,3-5年,学历不限,"C端产品,AI产品,英语教育,儿童口语,app",AI,2025/1/20,,,,
产品,产品经理,ai产品经理,杭州·余杭区·五常,发现力量,人工智能,20-99人,NULL,,30-60K,NULL,3-5年,本科,"B端产品,AI产品",AI,2025/1/20,,,,
产品,产品经理,AI产品经理,杭州·钱塘区·金沙湖,惠合,企业服务,B轮,100-499人,股票期权，年终奖，带薪年假，通讯补贴，餐补，定期体检，交通补助，五险一金，带薪考试假，节日福利，带薪病假,10-15K,13薪,经验不限,学历不限,"B端产品,数据产品,人工智能产品,AI产品,产品设计",AI,2025/1/20,,,,
产品,产品经理,AI产品经理,杭州·滨江区·长河,明度智云,计算机软件,B轮,500-999人,定期体检，五险一金，带薪年假，年终奖，餐补，通讯补贴，零食下午茶,20-35K,13薪,3-5年,本科,B端产品,AI,2025/1/20,,,,
产品,产品经理,AI产品经理,杭州·西湖区·西溪,朗新科技集团,计算机软件,已上市,1000-9999人,节假日加班费，绩效奖金，股票期权，交通补助，补充医疗保险，法定节假日三薪，生日福利，团建聚餐，节日福利，优秀员工旅游，员工旅游，带薪年假，高温补贴，年终奖，加班补助，意外险，定期体检，五险一金，通讯补贴,18-30K,13薪,5-10年,本科,AI产品,AI,2025/1/20,,,,
产品,产品经理,AI产品经理,杭州·余杭区·仓前,杭州乐活派科技,社交网络与媒体,不需要融资,100-499人,带薪年假，保底工资，五险一金,15-25K,13薪,经验不限,本科,"社区产品,社交产品,AI产品",AI,2025/1/20,,,,
产品,产品经理,ai产品经理,杭州·滨江区·长河,杭州泰旸生物科技,IVD,0-20人,NULL,,10-15K,NULL,3-5年,本科,"用户/功能产品,数据产品,中后台产品,AI产品,医疗产品",AI,2025/1/20,,,,
产品,产品经理,AI产品经理,杭州·滨江区·长河,网易,互联网,已上市,10000人以上,免费班车，节日福利，定期体检，年终奖，全勤奖，带薪年假，包吃，五险一金，补充医疗保险,15-30K,16薪,3-5年,本科,社区产品,AI,2025/1/20,,,,
产品,产品经理,AI产品经理 喜欢炒股！,杭州·余杭区·五常,同花顺,互联网,已上市,1000-9999人,五险一金，年终奖，股票期权，带薪年假，交通补助，零食下午茶，节日福利，免费班车，定期体检，包吃,15-30K,15薪,1-3年,本科,"C端产品,社区产品,内容产品,AI产品",AI,2025/1/20,,,,
产品,产品经理,AI产品经理(J15198),杭州·西湖区·西溪,朗新科技集团,计算机软件,已上市,1000-9999人,补充医疗保险，股票期权，意外险，年终奖，加班补助，带薪年假，员工旅游，定期体检，五险一金，节假日加班费，高温补贴，节日福利，团建聚餐，通讯补贴，绩效奖金，生日福利，法定节假日三薪，交通补助，优秀员工旅游,18-30K,13薪,5-10年,本科,AI产品,AI,2025/1/20,,,,
产品,产品经理,AI产品经理(跨境电商方向),杭州·余杭区·仓前,来赞宝,电子商务,B轮,1000-9999人,节日福利，定期体检，带薪年假，调薪，节假日加班费，团建聚餐，五险一金，生日福利，年终奖，零食下午茶,20-40K,NULL,5-10年,本科,"AI,跨境电商,算法",AI,2025/1/20,,,,
产品,产品经理,AI产品经理实习生,杭州·余杭区·仓前,杭州西格莫伊德智...,人工智能,A轮,20-99人,股票期权，节日福利，加班补助，五险一金，带薪年假，底薪加提成，年终奖，有无线网，保底工资，零食下午茶，生日福利，绩效奖金,180-230元/天,NULL,3天/周,6个月,AI产品,AI,2025/1/20,,,,
产品,产品经理,AI产品负责人,杭州·西湖区·文二路,腾展科技,移动互联网,已上市,100-499人,股票期权，定期体检，生日福利，团建聚餐，带薪年假，全勤奖，零食下午茶，员工旅游，节日福利，年终奖，交通补助，五险一金,50-80K,NULL,10年以上,本科,"C端产品,AI产品,国际化产品",AI,2025/1/20,,,,
产品,产品经理,AI健康管家-健康档案产品,杭州·西湖区·西溪,蚂蚁集团,互联网,D轮及以上,10000人以上,五险一金，交通补助，免费班车，餐补，年终奖，股票期权，全勤奖，包吃，带薪年假，通讯补贴，节日福利，定期体检，员工旅游，加班补助，住房补贴，零食下午茶,30-50K,16薪,3-5年,本科,"C端产品,医疗产品,健康档案,数据",AI,2025/1/20,,,,
产品,产品经理,AI健康管家-推荐策略产品,杭州·西湖区·西溪,蚂蚁集团,互联网,D轮及以上,10000人以上,全勤奖，通讯补贴，带薪年假，年终奖，免费班车，五险一金，包吃，员工旅游，交通补助，餐补，股票期权，住房补贴，定期体检，节日福利，零食下午茶，加班补助,30-60K,16薪,3-5年,本科,"C端产品,策略产品,推荐策略",AI,2025/1/20,,,,
产品,产品经理,AI售前产品经理,杭州·滨江区·长河,联汇科技,互联网,C轮,100-499人,带薪年假，年终奖，夜班补助，团建聚餐，餐补，定期体检，员工旅游，加班补助，生日福利，高温补贴，工龄奖，节日福利，通讯补贴，五险一金,15-25K,NULL,3-5年,本科,"B端产品,售前解决方案,AI产品,市场调研",AI,2025/1/20,,,,
产品,产品经理,AI大数据应用产品经理,杭州·拱墅区·金家渡,海兴电力,其他行业,已上市,1000-9999人,员工旅游，免费班车，股票期权，带薪年假，五险一金，年终奖，节日福利，免费早午餐,21-30K,13薪,5-10年,本科,"B端产品,中后台产品",AI,2025/1/20,,,,
产品,产品经理,AI数字化产品经理（偏市场方向）,杭州·滨江区·西兴,公共安全技术研究院,移动互联网,不需要融资,100-499人,补充医疗保险，五险一金，定期体检，餐补，节日福利，交通补助,15-25K,NULL,5-10年,本科,"B端产品,数据产品",AI,2025/1/20,,,,
产品,产品经理,AI数据产品经理-出行,杭州·西湖区·西溪,涂鸦智能,互联网,已上市,1000-9999人,股票期权，年终奖，节日福利，定期体检，带薪年假，员工旅游，五险一金，每年outing，通讯补贴，加班补助，每月团建费，交通补助,15-25K,NULL,3-5年,本科,"B端产品,数据产品,商业产品",AI,2025/1/20,,,,
