main_category,sub_category,job_name,job_area,job_company,job_industry,job_finance,job_scale,job_welfare,salary_range,salary_type,job_experience,job_education,job_tag_list,search_keyword,create_time,,,,
产品,产品经理,产品经理,杭州·滨江区·长河,网易,互联网,已上市,10000人以上,五险一金，包吃，补充医疗保险，全勤奖，免费班车，带薪年假，节日福利，定期体检，年终奖,20-35K,NULL,3-5年,本科,"产品设计,产品运营,产品迭代,数据分析",大模型,2025/1/20,,,,
产品,产品经理,产品经理,杭州·拱墅区·万达广场,网鼎科技,互联网,未融资,20-99人,通讯补贴，员工旅游，餐补，定期体检，零食下午茶，交通补助，节日福利，带薪年假，全勤奖，五险一金，股票期权，年终奖,20-40K,NULL,3-5年,本科,"网络安全产品,B端产品,区块链产品,云计算产品",B端产品,2025/1/20,,,,
产品,产品经理,产品经理,杭州·余杭区·仓前,育帆,计算机软件,未融资,20-99人,加班补助，全勤奖，年终奖，节日福利，零食下午茶,11-16K,NULL,3-5年,本科,"产品规划,需求分析,VR/AR产品",大模型,2025/1/20,,,,
产品,产品经理,产品经理,杭州,臻仕,电子商务,未融资,20-99人,节日福利，员工旅游，绩效奖金，年终奖，五险一金,10-15K,NULL,3-5年,大专,电商产品,B端产品,2025/1/20,,,,
产品,产品经理,产品经理,杭州·西湖区·转塘,航天创智,铁路/船舶/航空/航天制造,不需要融资,,定期体检，节日福利，意外险，餐补，五险一金，补充医疗保险，带薪年假,11-19K,NULL,经验不限,学历不限,不限,大模型,2025/1/20,,,,
产品,产品经理,产品经理,杭州·上城区·四季青,艾克电器,家用电器,未融资,100-499人,保底工资，带薪年假，五险一金，节日福利，交通补助，绩效奖金，全勤奖，年终奖，包吃，工龄奖，餐补，夜班补助，生日福利,13-20K,13薪,1-3年,本科,"项目管理,产品规划,策略产品,市场调研,产品运营",B端产品,2025/1/20,,,,
产品,产品经理,产品经理,杭州·余杭区·仓前,艾瑞数云科技,大数据,未融资,20-99人,五险一金,12-24K,NULL,3-5年,本科,"用户/功能产品,大数据产品,G端产品/政务产品,,,,",B端产品,2025/1/20,,,,
产品,产品经理,产品经理,杭州·滨江区·长河,芭荷传媒,社交网络与媒体,不需要融资,20-99人,年终奖，定期体检，员工旅游，零食下午茶，五险一金，节日福利,20-40K,13薪,5-10年,本科,"电商产品,锅具,刀具",B端产品,2025/1/20,,,,
产品,产品经理,产品经理,杭州·滨江区·浦沿,芸擎网络,互联网,A轮,100-499人,员工旅游，餐补，股票期权，定期体检，五险一金，节日福利，零食下午茶，补充医疗保险，年终奖，加班补助，带薪年假，交通补助,25-40K,14薪,5-10年,本科,"高级产品经理,B端产品,其他行业,产品规划",B端产品,2025/1/20,,,,
产品,产品经理,产品经理,杭州·西湖区·西溪,蓝青红,计算机服务,0-20人,NULL,,15-23K,14薪,经验不限,学历不限,"B端产品,中台/后台产品,商业产品,产品设计",大模型,2025/1/20,,,,
产品,产品经理,产品经理,杭州·西湖区·西溪,蚂蚁集团,互联网,D轮及以上,10000人以上,带薪年假，五险一金，加班补助，交通补助，股票期权，通讯补贴，住房补贴，全勤奖，免费班车，餐补，包吃，定期体检，节日福利，年终奖，员工旅游，零食下午茶,20-40K,16薪,3-5年,本科,"商业产品,增长产品",大模型,2025/1/20,,,,
产品,产品经理,产品经理,杭州·西湖区·西湖,蚂蚁集团,互联网,D轮及以上,10000人以上,免费班车，定期体检，带薪年假，团建聚餐，餐补，意外险，节日福利，夜班补助，五险一金，加班补助，补充医疗保险，法定节假日三薪，绩效奖金，员工旅游，生日福利，年终奖，股票期权,25-40K,13薪,3-5年,本科,"产品设计,需求分析,产品规划,用户研究",大模型,2025/1/20,,,,
产品,产品经理,产品经理,杭州·西湖区·西溪,蚂蚁集团,互联网,D轮及以上,10000人以上,五险一金，股票期权，免费班车，加班补助，节日福利，餐补，带薪年假，全勤奖，零食下午茶，通讯补贴，年终奖，交通补助，包吃，定期体检，员工旅游，住房补贴,30-35K,17薪,3-5年,本科,"B端产品,移动端产品,商业产品",安全,2025/1/20,,,,
产品,产品经理,产品经理,杭州·西湖区·文二路,蚂蚁集团,互联网,D轮及以上,10000人以上,餐补，加班补助，定期体检，绩效奖金，带薪年假，意外险，节日福利，年终奖，夜班补助，团建聚餐，员工旅游，免费班车，股票期权，生日福利，法定节假日三薪，补充医疗保险，五险一金,30-45K,16薪,3-5年,本科,"中台/后台产品,中台产品,支付/财税法背景",大模型,2025/1/20,,,,
产品,产品经理,产品经理,杭州·西湖区·西溪,蚂蚁集团,互联网,D轮及以上,10000人以上,全勤奖，定期体检，包吃，员工旅游，五险一金，股票期权，交通补助，餐补，通讯补贴，零食下午茶，带薪年假，加班补助，免费班车，节日福利，住房补贴，年终奖,30-60K,16薪,5-10年,本科,"B端产品,中后台产品,电商产品,内容产品,AI产品",B端产品,2025/1/20,,,,
产品,产品经理,产品经理,杭州·萧山区·钱江世纪城,蜜蜂体育用品,电子商务,不需要融资,100-499人,年终奖，员工旅游，生日福利，节日福利，零食下午茶，全勤奖，底薪加提成，有无线网，加班补助，带薪年假，保底工资，免费工装，团建聚餐，五险一金，绩效奖金，夜班补助，工龄奖，定期体检,9-14K,NULL,3-5年,本科,电商产品,B端产品,2025/1/20,,,,
产品,产品经理,产品经理,杭州·萧山区·宁围,视洞科技,互联网,不需要融资,100-499人,五险一金，加班补助，股票期权，带薪年假，年终奖，导师带教,11-18K,NULL,5-10年,本科,"B端产品,AI,大模型,物联网产品,运营商",大模型,2025/1/20,,,,
产品,产品经理,产品经理,杭州·滨江区·星耀城,视见睿来,互联网,A轮,20-99人,零食下午茶，年终奖，节日福利，员工旅游，定期体检，免费工装，生日福利，带薪年假，加班补助，补充医疗保险，五险一金，股票期权，团建聚餐，餐补,15-30K,15薪,1-3年,本科,"C端产品,用户/功能产品,直播/视频产品,AI产品,内容产品,,,,",B端产品,2025/1/20,,,,
产品,产品经理,产品经理,杭州·滨江区·长河,览众数据,大数据,B轮,100-499人,团建聚餐，零食下午茶，带薪年假，餐补，有无线网，年终奖，底薪加提成，补充医疗保险，绩效奖金，五险一金，节日福利,12-20K,NULL,1-3年,本科,"B端产品,ERP产品/软件产品",B端产品,2025/1/20,,,,
产品,产品经理,产品经理,杭州·余杭区·勾庄,诸相科技,电子商务,未融资,100-499人,补充医疗保险，带薪年假，零食下午茶，定期体检，节日福利，年终奖，五险一金，员工旅游,15-25K,NULL,5-10年,本科,"广告,B端产品,中后台产品,策略产品,电商产品,",B端产品,2025/1/20,,,,
产品,产品经理,产品经理,杭州·余杭区·仓前,贵人鸟,生活服务(O2O),不需要融资,500-999人,节日福利，生日福利，绩效奖金，五险一金，包住，带薪年假，零食下午茶，年终奖，补充医疗保险，全勤奖，宿舍有空调，节假日加班费，定期体检，工龄奖，团建聚餐,15-20K,13薪,3-5年,本科,用户/功能产品,B端产品,2025/1/20,,,,
产品,产品经理,产品经理,杭州·余杭区·闲林,赛加得传感器,智能硬件,未融资,20-99人,,10-15K,NULL,5-10年,本科,"B端产品,物联网产品",B端产品,2025/1/20,,,,
产品,产品经理,产品经理,杭州·萧山区·西兴,赢莱通,计算机服务,不需要融资,20-99人,节日福利，年终奖，全勤奖，五险一金，定期体检，带薪年假,8-10K,NULL,1年以内,本科,"B端产品,中后台产品",B端产品,2025/1/20,,,,
产品,产品经理,产品经理,杭州·余杭区·仓前,迈宁科技有限公司,互联网,A轮,0-20人,零食下午茶，五险一金，年终奖，底薪加提成，节日福利，团建聚餐，股票期权，有无线网，带薪年假，保底工资，绩效奖金,8-13K,13薪,经验不限,本科,"B端产品,平台产品,中后台产品,G端产品/政务产品,,,,",B端产品,2025/1/20,,,,
产品,产品经理,产品经理,杭州·西湖区·西湖,运力,交通/运输,500-999人,NULL,,16-25K,NULL,3-5年,本科,"功能产品,用户增长,策略产品,电商产品,平台产品,,,",大模型,2025/1/20,,,,
产品,产品经理,产品经理,杭州·拱墅区·拱宸桥,远盟自动化,计算机/通信/其他电子设备,不需要融资,,员工旅游，团建聚餐，零食下午茶，生日福利，五险一金，高温补贴，年终奖，带薪年假，餐补，节日福利,15-30K,14薪,3-5年,本科,"B端产品,数字孪生,智能制造",B端产品,2025/1/20,,,,
产品,产品经理,产品经理,杭州·西湖区·西溪,逻辑科技,智能硬件,A轮,20-99人,节日福利，底薪加提成，绩效奖金，股票期权，带薪年假，保底工资，全勤奖,8-12K,NULL,1-3年,硕士,"产品设计,用户研究,项目管理,TO B",B端产品,2025/1/20,,,,
产品,产品经理,产品经理,杭州·西湖区·高新文教区,金智塔,大数据,B轮,100-499人,五险一金，年终奖，节日福利，股票期权，零食下午茶，员工旅游，带薪年假，餐补,18-28K,13薪,3-5年,本科,"B端产品,数据产品,金融产品",B端产品,2025/1/20,,,,
产品,产品经理,产品经理,杭州·余杭区·仓前,鑫蜂维,企业服务,不需要融资,500-999人,五险一金，年终奖，带薪年假，员工旅游，节日福利，零食下午茶,13-20K,NULL,1-3年,本科,"B端产品,中后台产品,商业产品,用户/功能产品,SaaS行业,",B端产品,2025/1/20,,,,
产品,产品经理,产品经理,杭州·西湖区·西溪,钛胜数字,房屋建筑工程,未融资,0-20人,节日福利，全勤奖，生日福利,12-18K,NULL,3-5年,本科,"商业产品,直播/视频产品",B端产品,2025/1/20,,,,
产品,产品经理,产品经理,杭州·西湖区·西溪,铁定溜溜生物科技,食品/饮料/烟酒,不需要融资,20-99人,定期体检，五险一金,20-40K,NULL,3-5年,本科,"食品饮料,电商产品",安全,2025/1/20,,,,
产品,产品经理,产品经理,杭州·西湖区·小和山,铁晟,计算机软件,未融资,20-99人,底薪加提成，保底工资，零食下午茶，带薪年假，年终奖，五险,6-10K,NULL,1-3年,本科,"G端产品/政务产品,用户/功能产品,AI产品,云计算产品",大模型,2025/1/20,,,,
产品,产品经理,产品经理,杭州·西湖区·西溪,锐鲨科技,电子商务,未融资,100-499人,周末双休，餐补，节日福利，年终奖，带薪年假，五险一金,18-27K,NULL,1-3年,本科,"B端产品,电商产品,社区产品,内容产品,AI产品",B端产品,2025/1/20,,,,
产品,产品经理,产品经理,杭州·上城区·九堡,长三角车联网,计算机服务,未融资,20-99人,底薪加提成，法定节假日三薪，绩效奖金，全勤奖，团建聚餐，节日福利，员工旅游，交通补助，年终奖，保底工资，高温补贴，五险一金，生日福利，带薪年假,20-35K,NULL,3-5年,本科,"网络安全产品,B端产品,数据产品,智能座舱,车联网,",大模型,2025/1/20,,,,
产品,产品经理,产品经理,杭州·余杭区·未来科技城,长亭科技,信息安全,不需要融资,1000-9999人,零食下午茶，五险一金，旅途假，补充医疗保险，通讯补贴，自如租房优惠，加班补助，餐补，员工旅游，交通补助，带薪年假，定期体检，包吃，节日福利，年终奖,15-30K,14薪,1-3年,本科,"产品设计,需求分析,产品规划,商业产品,安全产品,TO B",安全,2025/1/20,,,,
产品,产品经理,产品经理,杭州·萧山区·北干,长济医疗,医疗健康,A轮,100-499人,五险一金，年终奖，带薪年假，工龄奖，股票期权，绩效奖金，餐补，团建聚餐,12-16K,NULL,3-5年,本科,"B端产品,互联网,基层医疗,检验",大模型,2025/1/20,,,,
产品,产品经理,产品经理,杭州·萧山区·坎山,长龙信息,计算机服务,未融资,100-499人,交通补助，加班补助，生日福利，通讯补贴，工龄奖，餐补，团建聚餐，夜班补助，节日福利，带薪年假，节假日加班费，法定节假日三薪，定期体检，保底工资，全勤奖，意外险，年终奖，绩效奖金，补充医疗保险，五险一金,15-25K,NULL,5-10年,本科,"航空,B端产品,数据产品,中后台产品,AI产品,大模型,",大模型,2025/1/20,,,,
产品,产品经理,产品经理,杭州·西湖区·西溪,闪电签,旅游/景区,A轮,20-99人,保底工资，节日福利，员工旅游，年终奖，五险一金，带薪年假，餐补，底薪加提成，股票期权，生日福利，团建聚餐,12-15K,NULL,3-5年,本科,"B端产品,数据产品,ERP产品/软件产品,SAAS",B端产品,2025/1/20,,,,
产品,产品经理,产品经理,杭州·西湖区·西溪,阿里云,互联网,不需要融资,10000人以上,节日福利，带薪年假，年终奖，定期体检，餐补，绩效奖金，免费班车，五险一金,30-60K,15薪,经验不限,学历不限,B端产品,大模型,2025/1/20,,,,
产品,产品经理,产品经理,杭州·余杭区·仓前,阿里巴巴集团,互联网,已上市,10000人以上,股票期权，五险一金，餐补，免费班车，年终奖，零食下午茶，节日福利，交通补助，补充医疗保险，员工旅游,15-25K,NULL,1-3年,本科,"产品规划,数据分析,产品迭代",大模型,2025/1/20,,,,
产品,产品经理,产品经理,杭州·余杭区·仓前,阿里巴巴集团,互联网,已上市,10000人以上,年终奖，免费班车，节日福利，员工旅游，补充医疗保险，五险一金，股票期权，餐补，交通补助，零食下午茶,15-30K,NULL,3-5年,本科,"B端产品,商业产品,用户/功能产品,AI产品,",大模型,2025/1/20,,,,
产品,产品经理,产品经理,杭州·余杭区·仓前,阿里巴巴集团,互联网,已上市,10000人以上,员工旅游，节日福利，股票期权，交通补助，零食下午茶，补充医疗保险，餐补，年终奖，免费班车，五险一金,20-40K,15薪,3-5年,学历不限,"B端产品,中后台产品,商业产品,不限,法务,AI",大模型,2025/1/20,,,,
产品,产品经理,产品经理,杭州·余杭区·五常,阿里巴巴集团,互联网,已上市,10000人以上,年终奖，节日福利，员工旅游，补充医疗保险，交通补助，股票期权，免费班车，零食下午茶，餐补，五险一金,3-4K,NULL,3-5年,本科,"中后台产品,其他行业,法务领域",大模型,2025/1/20,,,,
产品,产品经理,产品经理,杭州·余杭区·五常,阿里巴巴集团,互联网,已上市,10000人以上,五险一金，免费班车，年终奖，节日福利，员工旅游，补充医疗保险，餐补，交通补助，股票期权，零食下午茶,30-50K,16薪,3-5年,本科,"产品设计,项目管理,用户增长,产品经理,高级产品经理,,,",大模型,2025/1/20,,,,
产品,产品经理,产品经理,杭州·余杭区·仓前,阿里集团,互联网,已上市,10000人以上,零食下午茶，补充医疗保险，交通补助，通讯补贴，加班补助，餐补，定期体检，五险一金,25-45K,13薪,5-10年,本科,"产品运营,风险运营,漏洞治理,SDL",安全,2025/1/20,,,,
产品,产品经理,产品经理,杭州·滨江区·长河,零跑科技,智能硬件,已上市,10000人以上,定期体检，工资不打折，额外年休假，加班补助，年终奖，带薪年假，补充医疗保险，员工旅游，餐补，五险一金,20-25K,14薪,5-10年,本科,"B端产品,C端产品",B端产品,2025/1/20,,,,
产品,产品经理,产品经理,杭州·上城区·火车东站,顾家家居,其他行业,已上市,10000人以上,定期体检，员工旅游，包吃，五险一金，年终奖，员工内购，节日福利,10-15K,14薪,3-5年,本科,"产品设计,市场调研,需求分析,产品规划,用户研究,,",大模型,2025/1/20,,,,
产品,产品经理,产品经理,杭州·萧山区·市心北路,领鞅科技,新能源,天使轮,20-99人,节日福利，带薪年假，年终奖，五险一金,15-25K,NULL,3-5年,本科,"B端产品,用户/功能产品,商业产品,AI产品,物联网产品,",B端产品,2025/1/20,,,,
产品,产品经理,产品经理,杭州·余杭区·西田城购物中心,首展科技,互联网,A轮,100-499人,补充医疗保险，五险一金，股票期权，节日福利，员工旅游，带薪年假,15-30K,NULL,3-5年,本科,"产品设计,管理系统,TO B,平台产品",B端产品,2025/1/20,,,,
产品,产品经理,产品经理,杭州·滨江区·长河,鲍洱跨境电子商务,电子商务,未融资,20-99人,节日福利，带薪年假，年终奖，五险一金，周末双休,15-30K,NULL,3-5年,本科,"跨境电商,产品开发,C端产品,市场策划,商业产品",B端产品,2025/1/20,,,,
产品,产品经理,产品经理,杭州·滨江区·长河,麟云科技,计算机软件,不需要融资,100-499人,五险一金，交通补助，年终奖，带薪年假，零食下午茶，定期体检，午餐补贴，餐补，员工旅游，带薪病假，股票期权，节日福利，考证补贴，通讯补贴,11-13K,13薪,1-3年,本科,"数据产品,中后台产品,G端产品/政务产品,数据治理,",大模型,2025/1/20,,,,
产品,产品经理,产品经理 (MJ000004),杭州·余杭区·五常,观远数据,企业服务,C轮,100-499人,绩效奖金，团建聚餐，五险一金，带薪年假，股票期权，节日福利，意外险，年终奖，定期体检，零食下午茶,25-50K,NULL,5-10年,本科,"B端产品,ERP产品/软件产品,商业产品",B端产品,2025/1/20,,,,
产品,产品经理,产品经理 SaaS,杭州·余杭区·仓前,微乐播,互联网,天使轮,20-99人,员工旅游，保底工资，免费工装，五险一金，补充医疗保险，团建聚餐，定期体检，节日福利，绩效奖金，股票期权，年终奖，零食下午茶，生日福利，带薪年假，底薪加提成,12-18K,NULL,3-5年,本科,"C端产品,B端产品,直播/视频产品,社交产品,SaaS直播,",B端产品,2025/1/20,,,,
产品,产品经理,产品经理-B端,杭州·余杭区·仓前,飞猪,互联网,不需要融资,1000-9999人,定期体检，节日福利，补充医疗保险，带薪年假，特色假期，五险一金,20-30K,NULL,3-5年,本科,海外产品,大模型,2025/1/20,,,,
产品,产品经理,产品经理-J293032,杭州·余杭区·仓前,大应科技,企业服务,天使轮,20-99人,五险一金，补充医疗保险，定期体检，年终奖，股票期权，带薪年假，节日福利,20-30K,14薪,3-5年,本科,"需求分析,产品设计,项目管理,产品运营,市场调研",B端产品,2025/1/20,,,,
产品,产品经理,产品经理-中台方向,杭州·西湖区·西溪,有赞,互联网,已上市,1000-9999人,定期体检，员工旅游，带薪年假，通讯补贴，交通补助，年终奖，免费班车，股票期权，节日福利，零食下午茶，五险一金,15-30K,NULL,1-3年,本科,"产品设计,市场调研,需求分析,项目管理,数据分析,",大模型,2025/1/20,,,,
产品,产品经理,产品经理-产品管理与经营平台,杭州·余杭区·仓前,阿里巴巴集团,互联网,已上市,10000人以上,五险一金，免费班车，补充医疗保险，员工旅游，年终奖，股票期权，餐补，交通补助，节日福利，零食下午茶,23-40K,16薪,3-5年,本科,产品经理,B端产品,2025/1/20,,,,
产品,产品经理,产品经理-安防(J10648),杭州·滨江区·长河,星纵信息,通信/网络设备,未融资,500-999人,员工旅游，带薪年假，零食下午茶，节日福利，五险一金，年终奖,15-25K,15薪,3-5年,本科,"软硬件,B端产品,安防",安全,2025/1/20,,,,
产品,产品经理,产品经理（8K~14K）,杭州·拱墅区·万达广场,袋鼠配,4S店/后市场,未融资,100-499人,,15-20K,NULL,1-3年,大专,"产品设计,市场调研,产品规划,用户研究,产品运营,,,",大模型,2025/1/20,,,,
产品,产品经理,产品经理（B端）,杭州·上城区·望江,如涵,互联网,C轮,500-999人,餐补，高温补贴，生日福利，团建聚餐，节日福利，五险一金，带薪年假，绩效奖金，年终奖，零食下午茶，定期体检,12-16K,NULL,1-3年,本科,B端产品,B端产品,2025/1/20,,,,
产品,产品经理,产品经理（B端产品）,杭州·滨江区·长河,艾草信息,互联网,B轮,100-499人,带薪年假，年终奖，加班补助，零食下午茶，股票期权，五险一金，差旅补贴，住房补贴，交通补助，节日福利,12-24K,14薪,3-5年,本科,B端产品,B端产品,2025/1/20,,,,
产品,产品经理,产品经理（业财合规）,杭州·滨江区·浦沿,税友集团,互联网,已上市,1000-9999人,节假日加班费，定期体检，年终奖，带薪年假，生日福利，补充医疗保险，餐补，团建聚餐，意外险，节日福利，高温补贴，五险一金,18-30K,15薪,5-10年,本科,"B端产品,ERP产品/软件产品,业财,财务管理,财税合规",B端产品,2025/1/20,,,,
产品,产品经理,产品经理（云计算、通信、网络）,杭州·西湖区·三墩,中国移动(浙江)...,通信/网络设备,100-499人,NULL,,20-30K,15薪,5-10年,硕士,"网络安全产品,数据产品,云计算产品,AI产品",大模型,2025/1/20,,,,
产品,产品经理,产品经理（供应链系统）,杭州·滨江区·星光大道,吉利控股集团,汽车研发/制造,已上市,10000人以上,五险一金，股票期权，年终奖，带薪年假，餐补，通讯补贴，免费班车，员工旅游，定期体检，节日福利，加班补助，零食下午茶，包吃，住房补贴，交通补助，补充医疗保险,25-35K,14薪,10年以上,本科,B端产品,B端产品,2025/1/20,,,,
产品,产品经理,产品经理（全产品线）,杭州·余杭区·五常,派迩,计算机软件,A轮,20-99人,五险一金，补充医疗保险，住房补贴，节日福利，带薪年假，年终奖，定期体检，员工旅游,10-15K,NULL,1-3年,本科,B端产品,B端产品,2025/1/20,,,,
产品,产品经理,产品经理（后量子/国密方向）,杭州·余杭区·五常,量安科技,信息安全,天使轮,20-99人,高温补贴，包吃，住房补贴，补充医疗保险，带薪年假，团建聚餐，餐补，绩效奖金，有无线网，节日福利，年终奖，通讯补贴，意外险，交通补助，定期体检，五险一金，生日福利，股票期权,15-30K,NULL,3-5年,本科,"B端产品,数据产品,高级产品经理",安全,2025/1/20,,,,
产品,产品经理,产品经理（园区/能源/工商企业/教育）,杭州·滨江区·长河,浙江大华,互联网,已上市,10000人以上,交通补助，员工旅游，补充医疗保险，年终奖，加班补助，住房免息贷款，带薪年假，包吃，节日福利，餐补，通讯补贴，免费班车，五险一金，定期体检,15-30K,14薪,5-10年,本科,"B端产品,G端产品/政务产品,中后台产品,AI产品,,,,",大模型,2025/1/20,,,,
产品,产品经理,产品经理（大模型方向）,杭州·萧山区·西兴,传播大脑,互联网,不需要融资,100-499人,工龄奖，高温补贴，定期体检，人才公寓，生日福利，员工旅游，五险一金，节日福利，底薪加提成，企业年金，餐补，绩效奖金，带薪年假，年终奖,15-25K,14薪,5-10年,本科,AI产品,大模型,2025/1/20,,,,
产品,产品经理,产品经理（安防）,杭州·西湖区·转塘,杭州博雅鸿图,电子/半导体/集成电路,A轮,100-499人,带薪年假，定期体检，五险一金，年终奖,20-40K,NULL,5-10年,本科,"产品设计,市场调研,需求分析,用户研究,项目管理,,,",安全,2025/1/20,,,,
产品,产品经理,产品经理（工业、MES、ERP）,杭州·萧山区·钱江世纪城,水木物联,通信/网络设备,天使轮,20-99人,加班补助，免费工装，节日福利，生日福利，高温补贴，员工旅游，五险一金，全勤奖，股票期权，零食下午茶，交通补助，工龄奖，通讯补贴，带薪年假，免费班车，团建聚餐，年终奖，定期体检，绩效奖金,15-20K,13薪,3-5年,本科,"智能制造,mes,数字工厂",B端产品,2025/1/20,,,,
产品,产品经理,产品经理（心理学）,杭州·滨江区·星耀城,浙江连信科技有限公司,互联网,不需要融资,100-499人,交通补助，定期体检，加班补助，年终奖，零食下午茶，带薪年假，节日福利，五险一金，通讯补贴，员工旅游，股票期权，餐补，高温补贴,12-20K,NULL,3-5年,本科,"数据产品,心理学,硬件",大模型,2025/1/20,,,,
产品,产品经理,产品经理（支付/业财融合/财务方向）,杭州·西湖区·文三路,深大智能,互联网,C轮,500-999人,股票期权，年终奖，餐补，带薪年假，高温补贴，节日福利，定期体检，零食下午茶，定期体检，法定节假日三薪，五险一金，团建聚餐，员工旅游，生日福利,15-30K,NULL,3-5年,本科,"支付,业财融合",大模型,2025/1/20,,,,
产品,产品经理,产品经理（支付/业财融合/财务方向）,杭州·西湖区·文三路,深大智能,互联网,C轮,500-999人,法定节假日三薪，节日福利，员工旅游，高温补贴，股票期权，餐补，五险一金，年终奖，定期体检，团建聚餐，带薪年假，定期体检，生日福利，零食下午茶,20-30K,NULL,5-10年,本科,"清结算业务,收单业务,支付",大模型,2025/1/20,,,,
产品,产品经理,产品经理（无线基站）,杭州,杭州智控,智能硬件,B轮,100-499人,节日福利，年终奖，五险一金，免费班车，加班补助，带薪年假，定期体检，零食下午茶，股票期权,15-25K,NULL,5-10年,本科,"B端产品,网络安全产品,物联网产品",安全,2025/1/20,,,,
产品,产品经理,产品经理（智慧景区方向）,杭州·临平区·九堡,天迈网络,旅游,A轮,100-499人,五险一金，餐补，全勤奖，年终奖，交通补助，加班补助,12-16K,NULL,3-5年,大专,"不限,文旅",大模型,2025/1/20,,,,
产品,产品经理,产品经理（智慧电厂方向）,杭州·余杭区·仓前,英集动力,计算机软件,A轮,100-499人,员工旅游，六险一金，生日福利，节日福利，带薪年假，加班补助，绩效奖金，年终奖，定期体检，团建聚餐,15-28K,14薪,1-3年,本科,"B端产品,能源运营管理,电厂",大模型,2025/1/20,,,,
产品,产品经理,产品经理（水利）,杭州·滨江区·长河,破浪科技,互联网,不需要融资,20-99人,生日福利，五险一金，伯乐奖，零食下午茶，员工旅游，节日福利，团建聚餐，绩效奖金,13-18K,NULL,3-5年,本科,"G端产品/政务产品,中后台产品,数据产品",大模型,2025/1/20,,,,
产品,产品经理,产品经理(汽车行业),杭州·余杭区·仓前,浩鲸科技,通信/网络设备,未融资,10000人以上,节日福利，定期体检，补充医疗保险，五险一金,17-22K,NULL,5-10年,本科,"B端产品,C端产品,汽车行业,其他行业",B端产品,2025/1/20,,,,
产品,产品经理,产品经理（滋补品保健品）,杭州·滨江区·西兴,华海健康,电子商务,未融资,1000-9999人,节假日加班费，生日福利，交通补助，绩效奖金，五险一金，餐补，团建聚餐，工龄奖，保底工资，节日福利，定期体检，年终奖，有无线网，零食下午茶,18-35K,14薪,3-5年,本科,"滋补品,保健品,海外保健,大健康",安全,2025/1/20,,,,
产品,产品经理,产品经理（生产安全）,杭州·西湖区·西溪,浙能数字科技公司,企业服务,不需要融资,100-499人,年终奖，五险一金，定期体检，带薪年假，补充医疗保险，免费班车,15-30K,NULL,5-10年,本科,"用户/功能产品,其他行业",安全,2025/1/20,,,,
产品,产品经理,产品经理（电网/智能运维方向）,杭州·滨江区·长河,炜呈智能科技,通信/网络设备,B轮,100-499人,意外险，高温补贴，补充商业保险，绩效奖金，五险一金，节日福利，年终奖，员工旅游，带薪年假，股票期权，零食下午茶，团建聚餐，加班补助,12-17K,NULL,3-5年,本科,"B端产品,G端产品/政务产品,物联网产品,AI技术应用,,",大模型,2025/1/20,,,,
产品,产品经理,产品经理（网络安全方向）,杭州·西湖区·翠苑,杭州梓阳科技有限公司,计算机服务,不需要融资,100-499人,节日福利，零食下午茶，带薪年假，定期体检，五险一金,15-25K,13薪,1-3年,本科,"B端产品,G端产品/政务产品,网络安全产品",安全,2025/1/20,,,,
产品,产品经理,产品经理（茶叶）,杭州·余杭区·勾庄,博多集团,进出口贸易,不需要融资,1000-9999人,通讯补贴，餐补，有无线网，免费工装，全勤奖，生日福利，带薪年假，高考陪同假，工龄奖，路途假，住宿，五险一金，年终奖，生日福利，团建聚餐，定期体检,8-12K,14薪,1-3年,本科,"茶叶,卖点挖掘,生命周期管理",安全,2025/1/20,,,,
产品,产品经理,产品经理（衍生品IT方向）,杭州·西湖区·西溪,同余信科,计算机软件,C轮,100-499人,节日福利，股票期权，带薪年假，五险一金，带薪福利假，年终奖，免费工装,10-14K,13薪,在校/应届,本科,"B端产品,接受实习/在校生投递,云计算产品,金融产品",B端产品,2025/1/20,,,,
产品,产品经理,产品经理（费控系统）,杭州·滨江区·长河,网易,互联网,已上市,10000人以上,年终奖，定期体检，节日福利，带薪年假，补充医疗保险，五险一金，免费班车，包吃，全勤奖,25-45K,16薪,3-5年,本科,"B端产品,费控系统",B端产品,2025/1/20,,,,
产品,产品经理,产品经理（跨境支付/B端）,杭州·上城区·四季青,Qbit,互联网,A轮,100-499人,五险一金，一年调薪两次，带薪年假，零食下午茶，节日福利，员工旅游，加班补助，年终奖，股票期权,11-22K,13薪,1-3年,本科,"B端产品,金融产品,卡业务,跨境支付",B端产品,2025/1/20,,,,
产品,产品经理,产品经理（软件方向）,杭州·滨江区·长河,浙江大华,互联网,已上市,10000人以上,带薪年假，五险一金，定期体检，员工旅游，通讯补贴，交通补助，补充医疗保险，加班补助，包吃，免费班车，年终奖，住房免息贷款，节日福利，餐补,15-30K,NULL,5-10年,本科,"B端产品,物联网产品,需求分析,市场调研,安防",安全,2025/1/20,,,,
产品,产品经理,产品经理（采购交易）,杭州·西湖区·转塘,政采云,互联网,不需要融资,1000-9999人,股票期权，交通补助，加班补助，补充医疗保险，带薪年假，年终奖，通讯补贴，员工旅游，餐补，五险一金，节日福利，定期体检,17-24K,NULL,5-10年,本科,"B端产品,G端产品/政务产品",B端产品,2025/1/20,,,,
